"","Location","Latitude","Longitude","Q","Quality","Width","Area","new_date"
"305","Ch08152019-1",58.82438881,-111.3062042,0.874598566,2,"76.551",138.7057495,2019-08-15 10:35:13
"306","Ch08152019-2",58.82078655,-111.2890854,1.280002033,2,"73.871",82.50434875,2019-08-15 10:48:55
"307","Ch08152019-2",58.82077256,-111.2889406,2.323630509,2,"72.295",84.78464508,2019-08-15 10:52:43
"308","MC15-1",58.64971339,-111.3036006,174.7414298,2,"102.773",397.7478638,2019-08-15 12:34:08
"309","MC15-1",58.64984827,-111.3036934,169.1038732,2,"96.805",405.9186401,2019-08-15 12:36:29
"310","MC15-1",58.64969669,-111.3032803,172.0680298,2,"233.97",284.7729797,2019-08-15 12:39:52
"311","MC15-1",58.650327,-111.312058,176.1772314,2,"96.432",466.3150635,2019-08-15 13:04:53
"312","MC15-1",58.65033626,-111.3122048,178.2444529,2,"111.293",493.0643616,2019-08-15 13:07:13
"313","MC15-1",58.6502562,-111.3131262,110.0139644,2,"130.469",379.2796936,2019-08-15 13:09:42
"314","MC15-1",58.64093909,-111.384189,106.9570129,2,"69.474",208.0980225,2019-08-15 13:21:34
"315","MC15-1",58.64091666,-111.3847421,111.0160442,2,"66.418",229.954361,2019-08-15 13:24:10
"316","MC15-1",58.64086967,-111.3850121,102.9076403,2,"64.128",228.6610718,2019-08-15 13:25:56
"318","MC15-1",58.64377844,-111.331633,61.26256222,2,"61.166",180.542511,2019-08-15 13:47:57
"319","MC15-1",58.64358041,-111.3319501,62.39486424,2,"61.03",184.5852509,2019-08-15 13:49:16
"320","MC15-1",58.60523024,-111.3711635,37.17416355,2,"53.381",124.809021,2019-08-15 14:07:10
"321","MC15-1",58.60505195,-111.3714004,39.94858541,2,"40.993",114.093544,2019-08-15 14:08:45
"323","MC15-1",58.65375307,-111.2986927,317.6527185,2,"110.958",504.3064575,2019-08-15 14:31:00
"324","MC15-1",58.65364454,-111.2987115,319.3454687,2,"108.005",503.5095215,2019-08-15 14:33:22
"325","MC15-1",58.65371942,-111.2988143,322.9120378,2,"111.874",510.3362732,2019-08-15 14:36:29
"326","MC15-1",58.67462242,-111.3638991,328.6942108,2,"137.037",549.9888306,2019-08-15 14:52:36
"327","MC15-1",58.67458377,-111.3640469,328.5392425,2,"133.12",551.598938,2019-08-15 14:56:02
"328","MC15-1",58.67470449,-111.3640546,324.3439104,2,"132.895",564.7854004,2019-08-15 14:58:57
"329","MC15-1",58.68831494,-111.1965399,196.8843941,2,"147.455",495.3719482,2019-08-15 15:37:51
"330","MC15-1",58.68820192,-111.1961548,203.6489936,2,"143.872",488.2094727,2019-08-15 15:41:30
"331","MC15-1",58.68813802,-111.1964619,198.3288794,2,"149.492",497.6950684,2019-08-15 15:45:18
"332","MC15-1",58.70310063,-111.1989754,1661.510556,2,"259.466",2626.839844,2019-08-15 15:57:18
"333","MC15-1",58.70302635,-111.1983039,1653.849847,2,"264.58",2604.812012,2019-08-15 16:01:38
"334","MC15-1",58.70309536,-111.1993686,1665.582925,2,"280.442",2694.491211,2019-08-15 16:09:04
"335","MC15-1",58.81607753,-111.2805761,1627.3212,2,"282.034",2751.02417,2019-08-15 16:48:53
"336","MC15-1",58.81622735,-111.2807868,1625.016673,2,"275.812",2848.180664,2019-08-15 16:54:10
"337","MC15-1",58.81676547,-111.280981,1629.920435,2,"287.648",2783.141846,2019-08-15 16:59:58
"339","Ch08172019_1",58.82076138,-111.2885191,2.129207749,2,"69.942",64.0499115,2019-08-17 11:08:57
"340","Ch08172019_1",58.82075263,-111.2883027,1.442609576,2,"76.728",74.37863159,2019-08-17 11:10:25
"341","Ch08172019_2",58.82070103,-111.2890672,0.173908271,2,"56.151",66.35191345,2019-08-17 18:45:02
"342","Ch08172019_2",58.82082986,-111.2889769,0.996404561,2,"76.449",84.5869751,2019-08-17 18:47:51
"343","Ch08172019_2",58.82074716,-111.288982,0.637461782,2,"69.401",82.28436279,2019-08-17 18:49:41
