"","new_time","mon_PT_","2091437","2093013","2024014","2093007"
"155",2019-07-15 01:30:00,NA,2.7191814804,3.2789578164,3.1816729692,3.1543976448
"156",2019-07-15 01:45:00,NA,2.7179578164,3.2806729692,3.1813976448,3.1541325176
"157",2019-07-15 02:00:00,NA,2.7166729692,3.2833976448,3.1841325176,3.1557864872
"158",2019-07-15 02:15:00,NA,2.7223976448,3.2831325176,3.1827864872,3.1511345408
"159",2019-07-15 02:30:00,NA,2.7251325176,3.2877864872,3.1841345408,3.1540019772
"160",2019-07-15 02:45:00,NA,2.7207864872,3.2831345408,3.1840019772,3.1571039492
"161",2019-07-15 03:00:00,NA,2.7191345408,3.2830019772,3.1871039492,3.1630019772
"162",2019-07-15 03:15:00,NA,2.7250019772,3.2861039492,3.1900019772,3.162532906
"163",2019-07-15 03:30:00,NA,2.7251039492,3.2890019772,3.189532906,3.1625940892
"164",2019-07-15 03:45:00,NA,2.7280019772,3.285532906,3.1895940892,3.161870088
"165",2019-07-15 04:00:00,NA,2.724532906,3.2915940892,3.191870088,3.1683493564
"166",2019-07-15 04:15:00,NA,2.7245940892,3.287870088,3.1923493564,3.1678598908
"167",2019-07-15 04:30:00,NA,2.723870088,3.2913493564,3.1948598908,3.167513186
"168",2019-07-15 04:45:00,NA,2.7273493564,3.2908598908,3.194513186,3.1681352152
"169",2019-07-15 05:00:00,NA,2.7268598908,3.290513186,3.1921352152,3.1674214112
"170",2019-07-15 05:15:00,NA,2.726513186,3.2941352152,3.1944214112,3.166391494
"171",2019-07-15 05:30:00,NA,2.7331352152,3.2874214112,3.190391494,3.1702174672
"172",2019-07-15 05:45:00,NA,2.7354214112,3.289391494,3.1942174672,3.1711862012
"173",2019-07-15 06:00:00,NA,2.731391494,3.2902174672,3.1981862012,3.175297696
"174",2019-07-15 06:15:00,NA,2.7352174672,3.2941862012,3.199297696,3.1757463728
"175",2019-07-15 06:30:00,NA,2.7361862012,3.298297696,3.2027463728,3.1781753296
"176",2019-07-15 06:45:00,NA,2.737297696,3.2987463728,3.2021753296,3.1791032748
"177",2019-07-15 07:00:00,NA,2.7377463728,3.2951753296,3.2031032748,3.1801943752
"178",2019-07-15 07:15:00,NA,2.7401753296,3.2991032748,3.2041943752,3.1784792224
"179",2019-07-15 07:30:00,NA,2.7411032748,3.3001943752,3.2024792224,3.1772963472
"180",2019-07-15 07:45:00,NA,2.7451943752,3.2984792224,3.2042963472,3.182223618
"181",2019-07-15 08:00:00,NA,2.7464792224,3.3002963472,3.209223618,3.18558052
"182",2019-07-15 08:15:00,NA,2.7452963472,3.302223618,3.20958052,3.185376576
"183",2019-07-15 08:30:00,NA,2.750223618,3.30258052,3.209376576,3.1862331408
"184",2019-07-15 08:45:00,NA,2.75058052,3.302376576,3.2072331408,3.183243338
"185",2019-07-15 09:00:00,NA,2.750376576,3.3062331408,3.210243338,3.1895390568
"186",2019-07-15 09:15:00,NA,2.7512331408,3.306243338,3.2105390568,3.1873772504
"187",2019-07-15 09:30:00,NA,2.754243338,3.3035390568,3.2083772504,3.1857232808
"188",2019-07-15 09:45:00,NA,2.7545390568,3.3013772504,3.2067232808,3.1862535352
"189",2019-07-15 10:00:00,NA,2.7493772504,3.3057232808,3.2102535352,3.190772918
"190",2019-07-15 10:15:00,NA,2.7507232808,3.3062535352,3.211772918,3.1910482424
"191",2019-07-15 10:30:00,NA,2.7542535352,3.307772918,3.2120482424,3.1892535352
"192",2019-07-15 10:45:00,NA,2.755772918,3.3080482424,3.2102535352,3.1899857104
"193",2019-07-15 11:00:00,NA,2.7560482424,3.3062535352,3.2139857104,3.1886498772
"194",2019-07-15 11:15:00,NA,2.7542535352,3.3069857104,3.2126498772,3.19016926
"195",2019-07-15 11:30:00,NA,2.7579857104,3.3056498772,3.21416926,3.1944541072
"196",2019-07-15 11:45:00,NA,2.7566498772,3.30416926,3.2154541072,3.193067288
"197",2019-07-15 12:00:00,NA,2.75816926,3.3084541072,3.214067288,3.1929857104
"198",2019-07-15 12:15:00,NA,2.7624541072,3.301067288,3.2109857104,3.1948721924
"199",2019-07-15 12:30:00,NA,2.761067288,3.3099857104,3.2128721924,3.1915152904
"200",2019-07-15 12:45:00,NA,2.7549857104,3.3058721924,3.2155152904,3.1954228412
"201",2019-07-15 13:00:00,NA,2.7598721924,3.3055152904,3.2164228412,3.1891393428
"202",2019-07-15 13:15:00,NA,2.7625152904,3.3064228412,3.2101393428,3.1914745016
"203",2019-07-15 13:30:00,NA,2.7634228412,3.3001393428,3.2094745016,3.1945744504
"204",2019-07-15 13:45:00,NA,2.7571393428,3.3054745016,3.2125744504,3.192769546
"205",2019-07-15 14:00:00,NA,2.7594745016,3.3055744504,3.210769546,3.1958694948
"206",2019-07-15 14:15:00,NA,2.7625744504,3.303769546,3.2168694948,3.1950435216
"207",2019-07-15 14:30:00,NA,2.757769546,3.3038694948,3.2130435216,3.1983576116
"208",2019-07-15 14:45:00,NA,2.7608694948,3.3030435216,3.2193576116,3.200213502
"209",2019-07-15 15:00:00,NA,2.7630435216,3.3063576116,3.218213502,3.1974480376
"210",2019-07-15 15:15:00,NA,2.7663576116,3.305213502,3.2184480376,3.199550684
"211",2019-07-15 15:30:00,NA,2.765213502,3.3054480376,3.214550684,3.1977355824
"212",2019-07-15 15:45:00,NA,2.7624480376,3.307550684,3.2127355824,3.200009558
"213",2019-07-15 16:00:00,NA,2.761550684,3.3057355824,3.218009558,3.199499698
"214",2019-07-15 16:15:00,NA,2.7567355824,3.308009558,3.217499698,3.19832702
"215",2019-07-15 16:30:00,NA,2.759009558,3.307499698,3.21632702,3.1990510212
"216",2019-07-15 16:45:00,NA,2.758499698,3.30632702,3.2170510212,3.2006009956
"217",2019-07-15 17:00:00,NA,2.75432702,3.3070510212,3.2216009956,3.201233222
"218",2019-07-15 17:15:00,NA,2.7550510212,3.3086009956,3.216233222,3.2016513072
"219",2019-07-15 17:30:00,NA,2.7566009956,3.309233222,3.2196513072,3.2018348568
"220",2019-07-15 17:45:00,NA,2.763233222,3.3096513072,3.2228348568,3.2086302384
"221",2019-07-15 18:00:00,NA,2.7576513072,3.3098348568,3.2206302384,3.2072515932
"222",2019-07-15 18:15:00,NA,2.7608348568,3.3106302384,3.2222515932,3.2044861288
"223",2019-07-15 18:30:00,NA,2.7586302384,3.3092515932,3.2224861288,3.2084548628
"224",2019-07-15 18:45:00,NA,2.7572515932,3.3124861288,3.2234548628,3.2115058488
"225",2019-07-15 19:00:00,NA,2.7604861288,3.3104548628,3.2235058488,3.2113834824
"226",2019-07-15 19:15:00,NA,2.7614548628,3.3105058488,3.2203834824,3.211567032
"227",2019-07-15 19:30:00,NA,2.7615058488,3.3103834824,3.223567032,3.2152706388
"228",2019-07-15 19:45:00,NA,2.7583834824,3.310567032,3.2242706388,3.2157804988
"229",2019-07-15 20:00:00,NA,2.761567032,3.3112706388,3.2247804988,3.2125153716
"230",2019-07-15 20:15:00,NA,2.7592706388,3.3087804988,3.2245153716,3.2127703016
"231",2019-07-15 20:30:00,NA,2.7597804988,3.3115153716,3.2247703016,3.2126173436
"232",2019-07-15 20:45:00,NA,2.7625153716,3.3117703016,3.2246173436,3.2127601044
"233",2019-07-15 21:00:00,NA,2.7597703016,3.3116173436,3.2247601044,3.2132597672
"234",2019-07-15 21:15:00,NA,2.7596173436,3.3087601044,3.2252597672,3.21624957
"235",2019-07-15 21:30:00,NA,2.7627601044,3.3062597672,3.22524957,3.2169225852
"236",2019-07-15 21:45:00,NA,2.7602597672,3.30924957,3.2259225852,3.2140857404
"237",2019-07-15 22:00:00,NA,2.75724957,3.3099225852,3.2260857404,3.2165452888
"238",2019-07-15 22:15:00,NA,2.7579225852,3.3100857404,3.2255452888,3.21675943
"239",2019-07-15 22:30:00,NA,2.7580857404,3.3095452888,3.22575943,3.21726929
"240",2019-07-15 22:45:00,NA,2.7545452888,3.30975943,3.22626929,3.2178097416
"241",2019-07-15 23:00:00,NA,2.75775943,3.31026929,3.2268097416,3.2208403332
